"bin","1068841_20180306_S_Run2barcode08.unmapped.fastq","1112926_20171212_S_Run7barcode08.unmapped.fastq","1128691_20171218_S_Run5barcode06.unmapped.fastq","1128691_20180116_S_Run9barcode09.unmapped.fastq","1255498_20171212_S_Run7barcode07.unmapped.fastq","1282052_20180206_S_Run3barcode05.unmapped.fastq","1316935_20180417_S_Run2barcode12.unmapped.fastq","1316979_20171215_S_Run5barcode02.unmapped.fastq","1447437_20171006_S_Run6barcode07.unmapped.fastq","1470026_20180502_S_Run1Barcode06.unmapped.fastq","1565754_20171128_S_Run5barcode09.unmapped.fastq","1565754_20180403_S_Run10barcode09.unmapped.fastq","1586713_20180309_S_Run2barcode09.unmapped.fastq","1593967_20180424_S_Run3barcode02.unmapped.fastq","1593973_20180427_S_Run8barcode01.unmapped.fastq","1593973_20180504_S_Run3barcode03.unmapped.fastq","1598281_20180508_S_Run8barcode07.unmapped.fastq","1651490_20171010_S_Run5barcode01.unmapped.fastq","1651490_20180206_S_Run5barcode04.unmapped.fastq","1834617_20180501_S_Run9barcode08.unmapped.fastq","1845116_20180403_S_Run2barcode11.unmapped.fastq","623361_20180123_S_Run8barcode04.unmapped.fastq","639354_20171206_S_Run5barcode05.unmapped.fastq","642660_20180601_S_Run6barcode05.unmapped.fastq","650003_20180207_S_Run10barcode05.unmapped.fastq","658355_20171204_S_Run6barcode11.unmapped.fastq","658355_20180122_S_Run8barcode05.unmapped.fastq","658355_20180321_S_Run1Barcode01.unmapped.fastq","673895_20180122_S_Run10barcode03.unmapped.fastq","673895_20180205_S_Run7barcode11.unmapped.fastq","676138_20180130_S_Run4barcode06.unmapped.fastq","698917_20171207_S_Run7barcode10.unmapped.fastq","698917_20180128_S_Run4barcode03.unmapped.fastq","698917_20190119_S_Run7barcode05.unmapped.fastq","715927_20180205_S_Run4barcode07.unmapped.fastq","748160_20180321_S_Run1Barcode04.unmapped.fastq","748160_20180329_S_Run1barcode05.unmapped.fastq","748699_20180329_S_Run1Barcode02.unmapped.fastq","748699_20180410_S_Run1barcode03.unmapped.fastq","752797_20170927_S_Run4barcode02.unmapped.fastq","753522_20180606_S_Run4barcode01.unmapped.fastq","756934_20181218_S_Run7barcode09.unmapped.fastq","763742_20180129_S_Run4barcode05.unmapped.fastq","768745_20171123_S_Run4barcode08.unmapped.fastq","770590_20170925_S_Run9barcode02.unmapped.fastq","770590_20180115_S_Run6barcode10.unmapped.fastq","778851_20171204_S_Run4barcode04.unmapped.fastq","785991_20171129_S_Run8barcode03.unmapped.fastq","785991_20171206_S_Run8barcode02.unmapped.fastq","785991_20180321_S_Run3barcode01.unmapped.fastq","788707_20171213_S_Run9barcode04.unmapped.fastq","788707_20180301_S_Run2barcode07.unmapped.fastq","788707_20180313_S_Run2barcode10.unmapped.fastq","788707_20181116_S_Run8barcode08.unmapped.fastq","802971_20180605_S_Run10barcode07.unmapped.fastq","825012_20181120_S_Run5barcode08.unmapped.fastq","825012_20181126_S_Run3barcode04.unmapped.fastq","875028_20180115_S_Run6barcode08.unmapped.fastq","892355_20180123_S_Run5barcode07.unmapped.fastq","895293_20180502_S_Run6barcode09.unmapped.fastq","983493_20180123_S_Run9barcode01.unmapped.fastq"
"bin_0",0.0384543578968957,0.0278279693493014,0.0424763225898269,0.268666179266662,0.0484204320375237,0.0079213045123427,0.00573330218410584,0.00825808075264135,0.024344957111634,0.00677382486375857,0.0616259658170353,0.0869886998795176,0.0143145336502751,0.0488683660083837,0.0652165841586796,0.0234916578765394,0.0356758080526104,0.0303351930326421,0.00470435732428519,0.0524371487092293,0.0355041142430017,0.0212044706832044,0.0357975495290207,0.0548068412002025,0.0099472825668567,0.0332482391984294,0.0217120512078845,0.0262032620961854,0.0952415566937554,0.127169955665864,0.014357056094833,0.00845118428664707,0.0125983409121152,0.0767880169626981,0.0146760796565102,0.00111396805547155,0.0162168837182191,0.0395043563575688,0.0222052867295127,0.0231615417542809,0.052069007960729,0.0422150103284192,0.0389429351315334,0.0523430368329841,0.00532998008699679,0.0312060597967854,0.0291553943259489,0.0339096953388869,0.0441489435850694,0.00970628316388839,0.0712951841206104,0.115431477589962,0.0733539275935278,0.0542921917621074,0.0423121361685299,0.0947849324361763,0.0161521344428676,0.072268642799066,0.0107599648794932,0.227042262038387,0.0550590548535148
"bin_1",0.0217630846014163,0.0433675786293662,0,0.00580049518282779,0.137027822450383,0.0193186746913229,0.0101858304437854,0.00144427354428176,0.070947360804431,0.00581258702530284,0.0112515566034002,0.0976925521555042,0.000967814125236088,0.0597722737309274,0.0535215416049141,0.00917294790551815,0.0932025752251677,0.00157632613128014,0.000667712243879855,0.198142780313512,0.211910898953048,0.0291462657626035,0.0241314347893942,0.0185737440642043,0.00102667437412919,0.0147179905495241,0.00593906133119167,0.00159644579158281,0.0157442273302042,0.0103938893976978,0.0148517987737967,1.15291699653993,0.00129770487121135,0.128551414345878,0.3063146321165,0.00782202401586345,0.000361394519604211,0.0248765761389457,0.000863508137109492,0.00163697523966164,0.0198852670448569,0.0193174023936528,0.0082104958162838,0.0436113123380809,0.00603344170188536,0.0184508057286667,0.0418388673291633,0.0258073113169717,0.0303335647845769,0.0334558043995358,0.000302150132580645,0.163323884387266,0.00574244249474343,0.011033790220438,0.000154318394301178,0.00920522474226943,0.00254273096230072,0.00783952719425645,0.00140901529319167,0.0270290431567895,0.0131854916144979
"bin_101",1.48209769528232,0.64698662627774,0.0978888186391954,0.0130256312366764,1.55671256511121,0.0733746639429243,0.612800452633686,0.4980057350898,1.24031489511078,0.00248380471985484,0.277673934804212,1.38394974863129,0.199810072261219,2.39232900982645,0.170724757508618,0.0844051743318226,0.794309737858137,0.114919262484319,0.0568859205175832,0.18694513976316,1.09496252450086,0.722306726486919,0.510568634759923,0.633528944061887,0.000798725558857481,4.34643495225533,0.459808489793557,0.390064895820512,0.986235461574513,0.185636165936882,0.485616516118912,0.279540945825252,0.00807062441608644,0.106032001719546,2.52078792312323,0.0677108757290307,0.00545034162010394,0.33226216027192,0.330002886206497,0.0529967795120353,0.187188577253095,8.17560975534797,0.241281033605973,0.14953705419211,0.147330935611657,1.18176421337744,0.0895850718007953,1.25355935696501,2.06747378291209,0.419954911776683,0.0111346123346307,0.0469693434162023,3.0193179803582,0.322434483040686,0.0492513105967163,5.18507005039282,7.19942253422879,0.88965550089549,0.00638231218217944,0.127014803560705,0.0862674890348342
"bin_103",2.3825287961074,2.73124931746475,0,0.0578178602513714,6.29345275668748,0.479915975565189,2.72620526482867,0.980908540721927,4.65709062289903,0.0406285690971875,0.624573841439599,2.4426366428234,8.46176085753501,5.37412010799259,7.29002169804362,5.1157893566513,2.11614446085195,0.670605720339518,0.222460544562584,1.76302577623121,1.06971953057543,3.49093338702735,1.3987387056032,2.71322073929736,0.0114493263705761,6.35296753229657,4.28634568450019,7.68331672609487,5.9943763860127,0.348351991594422,3.97671696800949,3.78396448353998,0.0154013388045062,0.159610071151394,4.77099642217184,0.0723106911241255,0.0828010883936729,2.95706028160792,3.641279148964,0.587081718013955,1.28505207288944,2.37017130418282,0.983363741508254,4.42756419245686,0.174106479956731,10.6997099461915,2.01008333969329,0.554561229742562,0.866346145016696,2.01454967598893,0.213335290746507,0.767314932809137,1.19201600672206,3.7282649766241,0.350095152949169,1.76291107945488,2.00002193493963,7.88602420717518,0.31716561909408,0.85993414599928,3.7117019180284
"bin_11",0.00319776680632182,0.00807310415172994,0.000133881720413945,0.00258892875943903,0.0073815857814543,0.000318958589222402,0.00226454426556192,0.000899774620124486,0.00345752375192756,0.000636690456673391,0.0398699113476655,0.0052651931873528,0.00167930240325177,0.00288511431632496,0.0215960348637844,0.0310536189768091,0.0178827283372183,0.000957963697455091,0.000510526123981576,0.00250614495233253,0.00128799281946889,0.0107072190800039,0.00678340690356738,0.00267081614208759,0.000609964667661002,0.00834509362660514,0.0166507914063501,0.00392799974803407,0.000887118481893757,0.00031047784935286,0.00166742701856142,0.0122079862372749,0.000137201293588268,0.0012381651430439,0.00306658991567878,0.00123455872674666,0.00048322998169087,0.00246689066623042,0.00058856137042633,0.000920662981777194,0.0017111144732908,0.00116424588505314,0.000989460535113988,0.000977374513877712,0.00010603313044488,0.0144060061447137,0.000559161985220533,0.0009851014864031,0.00485812314759922,0.00053727318731634,0.000803675379492663,0.00248398460908219,0.00206916507120361,0.00110388191800445,0.00521795280898066,0.00097081720472064,0.00169100519543908,0.00781262119772282,0.0011505262978751,0.00504754470051591,0.00443022941385794
"bin_12",0.0567169378051207,0.0368877536812985,0.000118104847811604,0.000108492311753789,0.0394816086313854,0.00674878196704055,0.120400970866057,0.00276262778799143,0.0344338386941667,0.0234586863615633,0.88438380287665,0.143031354544031,0.00208975250522978,0.175378110297849,0.083975424208531,0.0379919967693126,0.0655085728314892,0.00364376426458338,0.00249850886903041,0.00727797375739754,0.0464569336859691,0.0487189067686876,0.0228340915584556,0.00402239493916444,0.000799501443306076,0.037332918972143,0.0308017115757936,0.00214940565054171,0.00124749640179026,0.00255269444308791,0.0360614933685111,0.0695271638340602,0.000367017316812113,0.00436669359156841,0.0266522299173591,0.000445704630069164,0.000150827291190797,0.0110345745983374,0.00099497165397187,0.0414283137936542,0.0427613763397046,0.0298633379437448,0.128576851138266,0.00252037640212076,0.00059696640902195,0.0611669522029604,0.0258066726965276,0.0113263542558615,0.014490454702687,0.0140398684465926,0.000459494296417769,0.00265314419664636,0.020756294639994,0.0532294752666546,0.00856563878623822,0.0201519476966325,0.0322178592161208,0.113793505055027,0.000442990556323802,0.00423254058323359,0.00324616946051598
"bin_15",0.25765891511563,0.0259160152457944,0,0.00385950535731816,0.188485780965599,0.0318379823053815,0.11130563060874,0.0344265621970359,0.175216551878029,0.00415643455143953,0.0959762025828052,0.381486769556266,0.24488354455678,0.189485603020525,0.125122325911149,0.0800832252942312,1.48417994083425,0.0801269807583544,0.0144317732526299,0.280303005494948,0.0384373631136975,0.0499802074707501,0.15315128461933,1.88113364645532,0.00678242481401909,0.197322075746671,0.0783462815362194,0.109451656186984,0.0374234872096216,0.0205314377309986,0.0773421088559665,0.0205302248588296,0.584071639647778,0.0525643188772266,0.134828206944739,0.000147863139774785,0.0235566567739376,0.244519777419967,0.0201541463156024,0.0493649143533472,0.130709451437032,0.0269077451307982,0.208373198205522,0.0276082462966334,0.0448751351501039,0.102123626311644,0.0247076797693981,0.0183542422113885,0.0260060990176969,0.0673595452276066,0.0121852345531001,0.025888097001874,0.234460457794765,0.0423427249109558,0.00565857439923884,0.274933228909196,0.258414868905292,0.108044816665306,0.0155748252249266,0.0155909953956072,0.407282510005153
"bin_16",0.130554762646605,0.0927937236727388,0,0.00392175871371809,0.407983962912052,0.0224251749561592,0.1027116645583,0.0215782501365996,0.0630838443786276,0.0133783484201159,0.0359888697513777,0.566419090729859,0.0052904674698648,0.118286596931741,0.297088945595683,0.0285247685565833,0.0933678191101821,0.0628791758948926,0.00745562185971189,0.00694362994068126,0.195826451572006,0.38862748026954,0.143180493817663,0.0119108864826677,0,0.017430461858813,0.0137516657830141,0.0068121426230821,0.003230404379723,0,0.0173556350506004,0.58457361234687,0.0306610041546432,0.00983123081353225,0.258421341821585,1.01589819401273,0.00173913334927746,0.0435075363239765,0.00490140689895882,0.000371603271340754,0.0196444488351155,0.0217132312984646,0.0136856983024364,0.0373837122550593,1.05605778275586,0.233837211401997,0.0497410842573457,0.0253980899456281,0.0286470348550382,1.19008208731874,0.000783910975587038,0.03803626571754,0.0292942268373207,0.0125039996081988,0.121014244135515,0.0341648379039148,0.00601084410130995,0.0131076088518896,0.101296956429433,1.39167823307487,0.171089002646473
"bin_17",0.0457473334548283,0.164371862012983,0.101475383564089,0.506894610500179,0.176154902778066,0.0320985317368093,0.152858088210856,0.0764080362840668,0.0410394119505206,0.348437542590936,0.0197604727699305,0.200225481921058,0.00337623464028912,0.0811909654045636,0.127106136144764,0.0159325382902051,0.0340347015535903,0.281332473680411,0.0589593127982645,0.0742680098383424,0.320907236789592,0.0324883755719808,0.233594248301827,0.0808568827162231,0.0284240511443166,0.0415371686791437,0.0055045080697622,0.00900909938699409,0.272355481839907,0.256907789947453,0.325872982638381,0.6117068241954,1.88142063939947,4.25906749575649,0.0455819502306219,0.113594916634557,0.168160957841256,0.232979086565785,0.145875699959838,0.071874305234719,0.0454846416401928,0.122625290578665,0.0403055282050416,0.0183004350624465,0.438935725329048,0.0670722612682346,0.0541631943141588,0.00637746067541215,0.00113024744476411,0.176296646053468,0.00645067535953428,0.0206557354638991,0.00621644284929846,0.0137073542284682,0.321868731521415,0.0368782579610525,0.0108442053802923,0.0129470034736739,0.0400119917377205,0.580361005486204,0.221826474659914
"bin_18",0.0299922180522795,0.0492206833123422,0.00198464458226795,0.00133324777780099,0.153134884036931,0.0741366191976605,0.0375454754356735,0.0568009359402225,0.0388963429184474,0.183158195048148,0.192324023511979,0.240376329772034,0.0776466999295135,0.0882812504506233,0.0529850742588728,0.0358355261338512,0.178855789137413,0.0226057897198455,0.00717267348199699,0.237040469812609,0.0722925523497709,0.0115651649429849,0.0579900946377933,0.0441492925133534,0.0449445566460155,0.118390664324899,0.0753258752114323,0.261103551140468,0.0102413906806559,0.00105058105314059,0.0514937830292386,0.219079656069429,0.0037973222543462,0.035961052246943,0.0693207170400293,0.0672679912612031,0.0432093048971125,2.35701950771111,2.12806964616485,0.027055466493974,0.0598895643545545,0.0172926119451753,0.0658237872523493,0.154593116686125,0.00501037450297698,0.0545022451148883,0.0205203481869579,0.102858968456285,0.102751817841574,0.121060056285007,0.0648502938041998,0.141428699641524,0.196966458585584,0.05173580829455,0.00147715144192368,0.0632484858966828,0.0351332617959383,0.130241560207811,0.668790483704549,0.225496076125565,0.238111247102509
"bin_19",0.00159137340316078,0.00725632162183422,0.0293216756078668,0.0360864882345982,0.0192600358305499,0.00612833212154181,0.0033311680674092,0.00137850163350082,0.00548777077230953,0.009237837098819,1.66897421949998e-05,0.00297508667349533,0.00101048506506087,0.00658027131855877,0.00457863339837034,0.00170150195641122,0.084593609655951,0.0151968082228877,0.00198622479069734,0.0217933792198307,0.0209115808636332,0.00164844537747443,0.0307299000145471,0.0554693137939506,0.00172798608931086,0.000186169924215522,0.00114231176854908,0.253111360202574,0.0149098651372888,0.0206099649102842,0.000787855149832092,0.152992457752336,0.00699495188636834,0.200656475698024,0.0590224671154212,0.00183081321225505,0.0385051490072016,0.13715861192116,0.00692244850375656,0.00470657002922602,0.0352018309631684,0.000461592700500894,0.00186491220646331,0.0143993208342734,0.00211493890779514,0.0025546284875285,0.00381779484638427,0.00719222339423094,0.00414032355841767,0.0683479926732582,0.111446110422449,0.0291339137556364,0.0299895907110297,0.0024848506805689,0.0455920969153753,0.00734103766009001,0.012821020535429,0.00479251110454015,0.00406369019233569,0.000740519898102666,0.0027273868876089
"bin_2",0.124993871841011,0.386770724235096,0,0,0.764354383859302,0.166570784474586,0.0159449742909521,0.00143836852729508,0.601071710679557,0.00273058595673277,0.0538323302250476,0.51531523434798,0.00534975953026942,0.141251323268538,0.449046733613905,0.0564483554616687,0.607933027751163,0,6.46059585090422e-05,1.41004274862981,1.49201508393231,0.20697992999794,0.129627870242059,0.0421893939697072,0.0985094401359931,0.0020265002526755,0.000699497140101665,0.00252671273319004,0,0,7.61472071707826e-05,11.8183054214987,0,0.605781089940551,2.13299965791532,0,0.000717770685468147,0.0105593616340366,0.0010475774755529,0,0.298515490482956,0.00141702784124354,0.0521517218962965,0.12767458400668,0.00509996063641432,0.200742058017335,0.269185759073084,0.000299081596363706,0.000300042338000491,0.8939322249419,0,1.21877176963844,0.0291555330882613,0.0742231058932469,0.000556402976729712,0,0.000869102950629315,0.0183320342681731,0.000995828433293565,0.0565959754963221,0.0299730008949202
"bin_20",0.0169051091117496,0.0751954767381616,0.102785728014733,0.108586548725284,0.0419619187699015,0.00150683064223395,0.048398582915903,0.00813184053025277,0.00927845158737607,0.100885616218595,0.0198011501166537,0.0538843087736544,0.0109525597322897,0.0426539624061607,0.023310908794755,0.00363506813352481,0.0143640278269972,0.0425080646438239,0.00606795517890295,0.00256816183446934,0.0169216924478571,0.00216499619938711,0.0771456558855359,0.010903956775733,0.0594979420289583,0.00337810471551891,0.0189636809270205,0.0029576004018957,0.0382146202675914,0.0821847224656192,0.0123925524637545,0.0489959348472168,0.0311556514348162,0.0759751567133702,0.0036403525301296,0.0993220767734238,0.170640437194327,0.0344276126896284,0.116740380748958,0.0409861794563994,0.00463228710285838,0.111671306692142,0.00452893332863622,0.0116853257842616,0.0167078796228316,0.0147775156428115,0.00635195732851009,0.129181866566934,0.14214707590006,0.0131288388325543,0.0160943146428016,0.0281820833212994,0.0632958400327653,0.0209194785871198,0.106901729679486,0.0505737059221856,0.061792180712215,0.0155213780447448,0.0131665582762725,0.0246505424013985,0.0497815152898385
"bin_24",0.00229380523976049,0.00619105080408746,0.000118368494847332,0.000697251567951931,0.0118459105739992,0.000678220544144695,0.0045555761951665,0.0037201907555345,0.00306794182160001,0.0141199614178076,0.00132810189360444,0.0065116052452282,0.000299270106125199,0.00585683741297339,0.00428094402212615,0.000274995473587918,0.00930992745499404,0.00357126981635606,0.000501436275132231,0.00185156895773924,0.0124851322837328,0.00172977672414597,0.00766666405127653,0.00472007982394733,0.00360644156016895,0.0238282329364025,0.00055971531826376,0.00163149582111536,0.000593343378964254,0.000228087978529053,0.0101623759513056,0.0405707772547293,0.00044901847134095,0.00267322130365339,0.0649895910828252,0.00351321100191783,0.000624675240683607,0.0112506335033134,0.00296862417556344,0.00130151160318312,0.00321084902758853,0.00323774243940062,0.00153668079486945,0.00205190895879589,0.0470498323675337,0.00825581688666614,0.0100562319022303,0.00227944936961496,0.00254894754826479,0.055854398826325,0.00052085065132611,0.0100501358891143,0.00260717269387696,0.00304741925256258,0.000689857705878482,0.000439165655475627,0.000402000279070057,0.00119783268544169,0.000710798227966031,0.0759838801738133,0.00326521982743853
"bin_25",0.00860657742929297,0.00389831229967577,0.0100184780088352,0.0300368227942201,0.0343767222874008,0.00483392939859039,0.022045656184091,0.0264245661250028,0.00948556189803924,0.0588018869213061,0.0235121636832332,0.127505704851378,0.0282767893429269,0.0636263139787284,0.0716388138152,0.0191437768016194,0.0158101972538853,0.0936977468298177,0.0150853640588129,0.00323814406880874,0.0254360075516444,0.0113991994550714,0.226193339120776,0.00981254168368191,0.000540897902296363,0.0405127541734684,0.0102665590238336,0.015866209323396,0.0274317864730995,0.0069381737533005,0.0327592039789525,0.0229705663066058,0.00143660582065331,0.00333395961497017,0.0509809793452856,0.0155437448486845,0.00835685056951496,0.151388247045921,0.0848511609205627,0.0188866776260019,0.00372716545083021,0.0612304651480174,0.00831395168769896,0.00896369283148464,0.00809995822971091,0.0186708520023526,0.011139088569751,0.00685974603254975,0.0119601591504606,0.0128483022368347,0.00470547456505357,0.0366314585796184,0.0208323392660747,0.0108781104230082,0.0386252895210456,0.0820894265001665,0.1207043510973,0.0137369970298354,0.00425520179505744,0.166764260195421,0.0567687620822782
"bin_26",0.203690752149842,0.0524403781920476,0,0.00280758780978785,0.0883006463114839,0.0159984863234967,0.133260577282074,0.0559084169462233,0.0860061470371153,0.00240308908680056,0.126682051596549,0.180980299628726,0.0880163267805158,0.198493621503661,0.0678127143320189,0.0241258700320167,0.148871257085719,0.0102472680873775,0.00588495967097213,0.0526879448777123,0.0434292042229091,0.0482904945907595,0.0491861173349608,0.508416177472733,0.00320190786029136,0.185461328706163,0.0323347072346828,0.0133583553147761,0.219330471105923,0.143812451800301,0.0531662062124579,0.0196753419991638,0.0017325072717226,0.00747797955756532,0.0928518245791637,0.0303796743257969,0.00420720603050113,0.0961581939126756,0.038456412119029,0.0862572609487532,0.0694865959430892,0.263198772294896,0.0723032861929254,0.0649487975836343,0.0831219530243471,0.229141153585327,0.0344642798611495,0.0419507465814477,0.098502909312239,0.0402601437216218,0.0127355215219294,0.0423458619041037,0.0926218528738342,0.10389971713758,0.0223643667134806,0.234132478081509,0.274375847181597,0.221409348949543,0.0019904869730631,0.0410535458878855,0.072170703027675
"bin_28",0.011117491491054,0.00448400566675017,0,0.000639340162288798,0.0644447792595639,0.00111938522472524,0.0169441363743963,0.174805772373565,0.024002377351526,0.000279100910581016,0.0141788094299259,0.00760222055541255,0.000219816902825476,0.0145108608976143,0.0515145703103018,0.0465451979040916,0.0351230704084662,0.00949173515731247,0.00451590346184914,0.0299541512072473,0.0177563335524712,0.00161417939694783,0.0196770451782244,0.0237685361669461,0.00211755829828135,0.0611718281415519,0.00426349666964846,0.00107655531873179,0.0275437579056281,0,0.00770708161604953,0.0214738105958921,0.000443696575597969,0.000983776021175429,0.0045017973846809,0.0609733833903477,0.104093419123537,0.0118112145706985,0.272810676843302,0.0192638755359287,0.0477878272769173,0.00121038895219844,0.0175816576612748,0.0472027766883568,0.000286706751009465,0.0283290890116787,0.0122564736462038,0.204361155457583,0.168731842574072,0.321984825592862,0.0158703310348842,0.0348116353534647,0.0499681045613223,0.0026448804651886,0.00452687359207209,0.00465771166339898,0.000967934294628648,0.00360133386196552,0.000161883528335678,0.0734085677125464,0.0396423493777555
